date,open,high,low,close,volume,ticker,label,label_name,event_date,event_type,ret_horizon,ma_5,ma_10,ma_20,close_over_ma5,close_over_ma10,close_over_ma20,rsi_14,vol_ma20,vol_ratio20,ret_1d
2015-03-11,27.7553,27.7652,27.173,27.2044,309745029.0,AAPL,1,Up,2015-03-18,pt_first,0.035490582405787174,27.9039,28.326520000000006,28.48383,-0.025068180433594378,-0.03961376123861893,-0.04491776562354688,41.041782917937816,278011212.25,1.1141458162538551,-0.018214232869346203
2015-03-12,27.2211,27.7945,27.0679,27.3527,217389474.0,AAPL,1,Up,2015-03-18,pt_first,0.03407707465807763,27.747539999999997,28.15905,28.461930000000002,-0.014229729914831513,-0.028635554111412498,-0.03897240981201777,42.91966850689285,272370288.75,0.7981394556567617,0.005451324050521178
2015-03-13,27.6877,27.9085,27.2858,27.5125,232861523.0,AAPL,0,Hold,2015-04-13,time_exit,0.02603543843707401,27.61468,28.051470000000002,28.430200000000003,-0.003700205832586012,-0.0192136098393767,-0.0322790553707315,44.95422198184704,267289713.85,0.8711952272532242,0.0058422020495234595
2015-03-16,27.5717,27.8073,27.3469,27.8073,161184551.0,AAPL,0,Hold,2015-04-14,time_exit,0.0109144001754935,27.517200000000003,27.959429999999998,28.406475,0.010542497056349909,-0.0054410980481715,-0.021092902234472133,48.59444555505601,263194893.25,0.612415191684195,0.01071512948659703
2015-03-17,28.0253,28.3366,27.9682,28.2719,229248681.0,AAPL,0,Hold,2015-04-15,time_exit,-0.0019807653535841574,27.629759999999997,27.907169999999997,28.397380000000005,0.023240882294995657,0.013069401161027505,-0.004418717501438518,53.781881152627385,260482276.65,0.8800932023027142,0.016707842904560843
2015-03-18,28.2651,28.7452,28.1245,28.5903,293264571.0,AAPL,0,Hold,2015-04-16,time_exit,-0.017761268682035536,27.90694,27.90542,28.394635,0.024487098907976845,0.02454290241820334,0.006890914427989392,56.98546736431419,265064445.1,1.1063896966240079,0.011262065867522209
2015-03-19,28.6548,28.7669,28.3535,28.3781,205823340.0,AAPL,0,Hold,2015-04-17,time_exit,-0.02173507035354727,28.11202,27.92978,28.384224999999997,0.009464990420432029,0.016051683901519676,-0.000215788875722156,54.284869305117354,266969443.85,0.7709621634288767,-0.007422097704466224
2015-03-20,28.5469,28.5734,27.8558,28.0253,308649653.0,AAPL,0,Hold,2015-04-20,time_exit,0.01339147127773832,28.21458,27.91463,28.344295,-0.006708588254760173,0.0039645877448133415,-0.011254292971512814,50.03894847685974,271412043.5,1.1371995473001182,-0.012432121953196207
2015-03-23,28.2897,28.4587,28.16,28.3112,169430638.0,AAPL,0,Hold,2015-04-21,time_exit,-0.002430133657351119,28.31536,27.91628,28.27962,-0.00014691672650446463,0.014146584000410689,0.00111670524565044,53.231354693825985,263952734.3,0.641897642959935,0.01020149650494373
2015-03-24,28.3142,28.5007,28.1699,28.1963,147561672.0,AAPL,0,Hold,2015-04-22,time_exit,0.015119004975830075,28.300239999999995,27.964999999999996,28.218624999999996,-0.0036727603723851754,0.008271053102056003,-0.0007911441468531066,51.7988461529884,255789844.55,0.5768863586417938,-0.004058464494616887
2015-03-25,28.1639,28.2228,27.4637,27.4637,232088287.0,AAPL,1,Up,2015-04-23,pt_first,0.05103099728004601,28.07492,27.99093,28.158724999999997,-0.021771032651240918,-0.018835744292918455,-0.024682403056280777,43.720124261648586,250621528.2,0.9260508810511675,-0.025982132407443626
2015-03-26,27.3242,27.7907,27.2897,27.6501,213746350.0,AAPL,1,Up,2015-04-24,pt_first,0.04880995005443034,27.92932,28.020670000000003,28.089860000000005,-0.009997379098416692,-0.013224880061789679,-0.015655471405019106,46.02668727587425,240808487.3,0.8876196698736539,0.00678714084409604
2015-03-27,27.7288,27.7485,27.3547,27.4322,177682095.0,AAPL,1,Up,2015-04-23,pt_first,0.07626074467231936,27.810699999999997,28.012639999999998,28.032055000000003,-0.013609869582606016,-0.020720646108362994,-0.02139889494369851,43.76845101546666,235765729.15,0.7536383495624771,-0.00788062249322774
2015-03-30,27.6089,28.1325,27.5991,28.1245,211620249.0,AAPL,1,Up,2015-04-27,pt_first,0.03303525396007023,27.773360000000004,28.04436,28.001895,0.012643050750754892,0.0028576155775705825,0.004378453672474469,51.851324609294316,235541750.8,0.8984405027187222,0.02523676555289045
2015-03-31,28.0627,28.1521,27.6779,27.6925,189114415.0,AAPL,1,Up,2015-04-27,pt_first,0.0337636544190667,27.6726,27.98642,27.946795,0.0007191228868628219,-0.010502236441852442,-0.009099254494155495,47.28388330054322,236501991.95,0.7996313834007013,-0.015360273071521324
2015-04-01,27.7781,27.8498,27.3949,27.6531,182513457.0,AAPL,1,Up,2015-04-24,pt_first,0.00722161348998851,27.71048,27.8927,27.899060000000002,-0.002070696718389553,-0.008590061198843868,-0.008816067638156788,46.878298085991375,238513771.8,0.7652113990006508,-0.0014227678974452207
2015-04-02,27.8268,27.9469,27.6385,27.8907,144766109.0,AAPL,1,Up,2015-04-27,pt_first,0.02895230309744834,27.7586,27.84396,27.886870000000005,0.00475888553453685,0.0016786405381634673,0.00013734061940251507,49.68136048699472,233055405.4,0.6211660645739306,0.008592165073716851
2015-04-06,27.6994,28.3801,27.6699,28.3406,167113580.0,AAPL,1,Up,2015-04-28,pt_first,0.010645505035179248,27.94028,27.875490000000003,27.89506,0.014327701798227732,0.016685267236521417,0.015972003645053467,54.56969256933397,225046993.85,0.7425719274943339,0.016130824970330693
2015-04-07,28.4095,28.5186,28.0371,28.045,157219363.0,AAPL,1,Up,2015-04-27,pt_first,-0.0014619361740060288,27.924379999999996,27.848869999999998,27.882575000000003,0.00431952294013338,0.007042655590657754,0.005825322804618782,51.05987398179513,213019892.4,0.7380501474706406,-0.010430266119983211
2015-04-08,28.0155,28.1325,27.8123,27.9566,167721487.0,AAPL,1,Up,2015-04-27,pt_first,-0.004814605495661262,27.9772,27.824899999999996,27.89495,-0.0007363138556036875,0.004733170649274587,0.002210077451259007,50.02367940834794,205937226.2,0.8144301547361523,-0.0031520770190764935
2015-04-09,28.0155,28.1738,27.7405,28.1699,145747744.0,AAPL,1,Up,2015-04-27,pt_first,-0.006095158307271142,28.080560000000002,27.895519999999998,27.943225,0.0031815604816640697,0.009835988000904461,0.008111984210805723,52.52708242928889,197737361.95,0.7370774170480432,0.007629683151742173
2015-04-10,28.0303,28.3112,27.8781,28.2848,180565723.0,AAPL,1,Up,2015-04-28,pt_first,0.008371987781423229,28.15938,27.95899,27.98983,0.004453933289688905,0.01165313911550414,0.010538470580170989,53.86764165723676,195896174.4,0.921741956181866,0.004078821721057002
2015-04-13,28.5666,28.6156,28.1795,28.2288,163389746.0,AAPL,1,Up,2015-04-28,pt_first,0.0,28.13702,28.03865,28.025644999999997,0.003261894827490508,0.0067817102463560985,0.007248896501721891,53.08090196971111,192422585.55,0.8491193771925698,-0.0019798619753366165
2015-04-14,28.2651,28.3288,28.0253,28.1108,114682531.0,AAPL,1,Up,2015-04-27,pt_first,0.0007007982697042614,28.15018,28.03728,28.040820000000004,-0.0013989253355038977,0.0026222229830783483,0.0024956474168371656,51.37811648557789,190097484.55,0.6032827381776105,-0.004180128096128777
2015-04-15,28.1345,28.2917,28.045,28.2159,130055498.0,AAPL,1,Up,2015-04-27,pt_first,-0.0018429325309488043,28.20204,28.089620000000004,28.03802,0.0004914538096889576,0.004495610834144292,0.0063442425677346925,52.8295497075837,185137825.4,0.7024793432622872,0.003738776555629819
2015-04-16,28.105,28.2848,28.0667,28.0825,127462888.0,AAPL,1,Up,2015-04-27,pt_first,0.0264007834060358,28.184559999999998,28.13256,28.01263,-0.003621131569944369,-0.0017794327996101256,0.0024942320660001904,50.758402245769126,176847741.25,0.7207493129347503,-0.004727830762088159
2015-04-17,27.9449,28.0746,27.6975,27.7613,233444727.0,AAPL,1,Up,2015-04-27,pt_first,0.03678862301117025,28.079860000000004,28.119620000000005,27.98179,-0.01134478590708754,-0.012742704204430688,-0.007879767520269199,46.07458506681545,178228810.6,1.3098035396977508,-0.011437728122496216
2015-04-20,27.9449,28.5186,27.8588,28.4006,211377769.0,AAPL,1,Up,2015-04-28,pt_first,0.02431286662957821,28.11422,28.125620000000005,28.000555,0.010186304297220117,0.00977685114137894,0.014287038239027439,54.979266887135076,173365216.4,1.2192628566983983,0.023028460482758417
2015-04-21,28.5126,28.5313,28.1914,28.2424,145585417.0,AAPL,1,Up,2015-04-28,pt_first,0.02910871597314668,28.140539999999998,28.14536,27.997115,0.0036196888900852375,0.0034478151993435624,0.008761081275659777,52.66183306709641,172172955.35,0.8455765698163699,-0.0055703048527143695
2015-04-22,28.2651,28.6786,28.1128,28.6226,169030658.0,AAPL,0,Hold,2015-05-20,time_exit,0.015368974167266458,28.22188,28.211959999999998,28.018430000000002,0.014198912333231783,0.014555528931665451,0.021563306723430875,57.31814434593941,173246404.65,0.9756661810182045,0.013462028722771358
2015-04-23,28.5538,29.0294,28.5206,28.8652,205650354.0,AAPL,0,Hold,2015-05-21,time_exit,0.017446613915718556,28.37842,28.28149,28.088505000000005,0.01715317484197465,0.02063929446429391,0.02765170307209197,60.02043465841774,171924508.0,1.1961665988888566,0.008475819806726292
2015-04-24,29.0389,29.0694,28.7629,28.9997,200056561.0,AAPL,-1,Down,2015-05-06,sl_first,0.021576085269847667,28.6261,28.352979999999995,28.155984999999998,0.013051026860067871,0.022809595322925036,0.02996574262981655,61.47666074959421,171240018.55,1.1682815891636096,0.004659590094646893
2015-04-27,29.4455,29.6351,29.1833,29.5242,435618824.0,AAPL,-1,Down,2015-04-30,sl_first,-0.018594915357571073,28.85082,28.48252,28.260585,0.023340064511129244,0.03657260663729778,0.044712980994517926,66.58765700186052,184136855.0,2.3657340297247935,0.018086393997179373
2015-04-28,29.9279,29.9476,28.8414,29.0536,534329808.0,AAPL,-1,Down,2015-05-06,sl_first,0.01578806068783223,29.013060000000003,28.576800000000002,28.30704,0.0013973017668249543,0.016684863245674197,0.026373651218883243,59.02138194877444,200272332.95,2.668016096528924,-0.015939466607054587
2015-04-29,28.9752,29.2864,28.5538,28.6275,284795652.0,AAPL,0,Hold,2015-05-28,time_exit,0.028643786568858687,29.01404,28.61796,28.353789999999996,-0.013322515582145256,0.0003333570946009168,0.009653383198471754,53.13420764275605,205056394.8,1.388865010904795,-0.01466599664069157
2015-04-30,28.3781,28.4644,27.7248,27.8528,373800031.0,AAPL,1,Up,2015-05-19,pt_first,0.045162425321691346,28.811559999999997,28.594990000000003,28.363774999999997,-0.03327692079154909,-0.025955246006414967,-0.018015056176442612,44.4525792821038,214620723.5,1.7416772476773428,-0.027061392018164487
2015-05-01,28.0647,28.9702,27.8868,28.6982,262899284.0,AAPL,0,Hold,2015-06-01,time_exit,0.016433086395662322,28.751260000000002,28.688679999999998,28.404149999999998,-0.0018454843370689922,0.0003318382023502764,0.010352360482499767,53.40049105599628,220527382.25,1.192138959423938,0.030352424172794157
2015-05-04,28.8239,29.0556,28.5469,28.6423,229091884.0,AAPL,0,Hold,2015-06-02,time_exit,0.013951393568254034,28.57488,28.712850000000003,28.419234999999997,0.002359414982634922,-0.0024570880285655905,0.007849085311374404,52.79489371004338,223626297.45,1.0244407147653198,-0.0019478573569073898
2015-05-05,28.5216,28.5863,27.9982,28.004,221378232.0,AAPL,1,Up,2015-05-21,pt_first,0.03821954006570483,28.364959999999996,28.689009999999996,28.417185,-0.012725559986722423,-0.02387708742828598,-0.014539969388276175,46.333430332909494,226834240.9,0.9759471547225302,-0.022285221508049236
2015-05-06,28.1699,28.2092,27.4598,27.822,323913855.0,AAPL,1,Up,2015-05-19,pt_first,0.03950111422615188,28.20386,28.60895,28.410455000000002,-0.013539281502637723,-0.027507126266464565,-0.020712621462802394,44.655234760084326,234643859.3,1.3804488895056286,-0.00649907156120566
2015-05-07,27.8838,28.1795,27.717,27.9982,194937523.0,AAPL,1,Up,2015-05-21,pt_first,0.02696244758591626,28.232939999999996,28.522249999999996,28.401870000000002,-0.008314401546597128,-0.018373375172049067,-0.014212796551811069,46.66917070277766,237103348.25,0.8221626747947032,0.006333117676658784
2015-05-08,28.3112,28.5216,28.1835,28.5216,248551350.0,AAPL,0,Hold,2015-06-08,time_exit,0.0013743969482777896,28.19762,28.474440000000005,28.413710000000002,0.01148962217375038,0.0016562222118852166,0.0037971106201546423,52.229968786864035,240502629.6,1.0334662469736255,0.018694058903786726
2015-05-11,28.4723,28.5106,28.0766,28.2288,188082334.0,AAPL,1,Up,2015-05-22,pt_first,0.008898713370741884,28.11492,28.344900000000003,28.413710000000002,0.004050518372415546,-0.004095974937325497,-0.0065077738880630065,49.14293142765718,241737259.0,0.7780444552819225,-0.0102659037361158
2015-05-12,28.0697,28.3565,27.8966,28.1305,215484711.0,AAPL,1,Up,2015-05-22,pt_first,0.02413039227884317,28.14022,28.252589999999998,28.414695000000002,-0.0003454130778294262,-0.004321373721877908,-0.010001691026456205,48.11475526955616,246777368.0,0.8731947858362765,-0.003482259252961417
2015-05-13,28.1934,28.4289,28.1325,28.1639,155234075.0,AAPL,1,Up,2015-05-22,pt_first,0.02036649753762787,28.2086,28.206229999999998,28.412095,-0.0015846231291519741,-0.0015007322850658644,-0.008735540269064535,48.50895453623326,248036296.85,0.6258522521559732,0.0011873233678747486
2015-05-14,28.4771,28.8239,28.4221,28.8239,202255727.0,AAPL,0,Hold,2015-06-12,time_exit,-0.013873903253896924,28.373739999999998,28.30334,28.449165,0.0158653741099688,0.018392175623053175,0.013172091342539716,55.67533067294664,251775938.8,0.8033163453345844,0.02343425448890235
2015-05-15,28.8514,28.9508,28.6548,28.7826,170892320.0,AAPL,0,Hold,2015-06-15,time_exit,-0.014463599535830651,28.425939999999997,28.31178,28.50023,0.012546990530444724,0.016629826877680776,0.009907639341822483,55.15800121510273,248648318.45,0.6872852431309093,-0.0014328387206450355
2015-05-18,28.6912,29.2118,28.6864,29.0911,227404976.0,AAPL,0,Hold,2015-06-16,time_exit,-0.01961080880406718,28.598399999999998,28.356659999999998,28.534755,0.01722823654466632,0.02590008837426483,0.019497100991369365,58.27669614603592,249449678.8,0.9116266538964972,0.010718281183770717
2015-05-19,29.2049,29.2474,28.9801,29.0645,199704629.0,AAPL,0,Hold,2015-06-17,time_exit,-0.021011887353988512,28.785199999999996,28.462709999999998,28.57586,0.009702902880612152,0.021143102677116277,0.017099747829076195,57.9027592290815,252155639.4,0.7919895405678561,-0.0009143689994535187
2015-05-20,29.0488,29.2706,28.9162,29.0625,163112028.0,AAPL,0,Hold,2015-06-18,time_exit,-0.016729462365591363,28.964919999999996,28.586759999999998,28.597855000000003,0.003368902796866191,0.016641969918905986,0.016247547237336013,57.8726908415576,251859707.9,0.6476304977879314,-6.881246881929037e-05
2015-05-21,29.0645,29.4162,29.0174,29.3688,177767170.0,AAPL,0,Hold,2015-06-19,time_exit,-0.036674974803192595,29.0739,28.72382,28.623034999999998,0.010143118054302791,0.022454534250631708,0.026054714323585193,61.196129096832586,250465548.7,0.7097469928406166,0.010539354838709603
2015-05-22,29.4143,29.7157,29.3717,29.6254,204011905.0,AAPL,-1,Down,2015-06-09,sl_first,-0.03729232347917655,29.24246,28.8342,28.654320000000002,0.013095341499962165,0.02743963765247437,0.03388947984104895,63.77442922582125,250663315.9,0.8138881601701495,0.008737163248072832
2015-05-26,29.6351,29.702,28.8632,28.9752,316168474.0,AAPL,0,Hold,2015-06-23,time_exit,-0.020134459813909822,29.219279999999998,28.908840000000005,28.626870000000004,-0.008353388584557364,0.0022954916212132304,0.012167938723268934,53.98597021552568,244690798.4,1.2921142767418425,-0.021947382988921627
2015-05-27,29.1205,29.5615,29.0596,29.5123,205073668.0,AAPL,0,Hold,2015-06-24,time_exit,-0.029912951549015188,29.308839999999996,29.047019999999996,28.649804999999997,0.006941932877555068,0.01601816640739706,0.03010474242316752,59.513945269943626,228227991.4,0.8985473987745045,0.018536541594190936
2015-05-28,29.4672,29.4898,29.3003,29.4475,137456698.0,AAPL,0,Hold,2015-06-25,time_exit,-0.032220052636047325,29.38584,29.175379999999997,28.690805,0.0020982895162771076,0.009327042184163359,0.026374129272391578,58.59925836459234,220861043.7,0.6223673296894775,-0.002195694676456861
2015-05-29,29.3298,29.3817,29.0313,29.1107,227674491.0,AAPL,0,Hold,2015-06-26,time_exit,-0.026928242879765918,29.334220000000006,29.20406,28.753700000000002,-0.0076197696751778565,-0.003196815785236451,0.012415793445677892,53.957453041016734,213554766.7,1.0661175796644018,-0.011437303676033572
2015-06-01,29.3259,29.3688,29.0596,29.1698,143683807.0,AAPL,0,Hold,2015-06-29,time_exit,-0.04586935803467962,29.2431,29.24278,28.77728,-0.0025065742004437563,-0.0024956587575120093,0.013639927053529233,54.63650251169056,207593992.85,0.6921385586712078,0.0020301813422554105
2015-06-02,29.0244,29.195,28.9113,29.0419,150506170.0,AAPL,0,Hold,2015-06-30,time_exit,-0.0348324317623846,29.256439999999998,29.23786,28.79726,-0.007333086322224847,-0.006702268907539555,0.008495252673309528,52.82092083799842,203664707.15,0.738989941390049,-0.004384671818113306
2015-06-03,29.1979,29.2609,29.0313,29.0743,138630952.0,AAPL,0,Hold,2015-07-01,time_exit,-0.02691724306346166,29.16884,29.23884,28.850775,-0.003241129918124752,-0.005627446232510991,0.007747625497027233,53.24478055942512,199527343.15,0.694796762245165,0.0011156294870515726
2015-06-04,28.9682,29.1796,28.8143,28.921,172039111.0,AAPL,0,Hold,2015-07-02,time_exit,-0.022921060820856876,29.06354,29.22469,28.905725,-0.0049044266459279395,-0.010391555907042549,0.0005284420300477599,50.91404953531006,191933605.95,0.8963469953501387,-0.00527269788094642
2015-06-05,28.9585,28.9919,28.6864,28.7531,159406681.0,AAPL,0,Hold,2015-07-06,time_exit,-0.02056126122052926,28.992020000000004,29.16312,28.94347,-0.008240888354829834,-0.014059538211308786,-0.0065773039653156395,48.414379356716566,190157063.85,0.8382895579716325,-0.005805470073648844
2015-06-08,28.8123,28.8839,28.3436,28.5608,235684924.0,AAPL,0,Hold,2015-07-07,time_exit,-0.016403602139996032,28.87022,29.05666,28.945429999999998,-0.010717618362485193,-0.01706527866592311,-0.013288108001884291,45.64999111461702,189513742.55,1.2436297274738188,-0.006687974514052342
2015-06-09,28.3142,28.6226,28.0746,28.48,250786686.0,AAPL,0,Hold,2015-07-08,time_exit,-0.038167134831460614,28.757839999999998,29.00714,28.957990000000002,-0.009661365387699017,-0.018172767118750044,-0.01650632519732842,44.500240149311054,192648960.15,1.301780636681002,-0.002829052407495536
2015-06-10,28.5903,28.9162,28.5685,28.8093,174849570.0,AAPL,-1,Down,2015-07-09,sl_first,-0.06842234972734496,28.70484,28.93684,28.991930000000004,0.003639107551165477,-0.004407530331611675,-0.006299339160966366,50.024628147648976,190617203.1,0.917281164325299,0.01156249999999992
2015-06-11,28.8771,29.0882,28.7112,28.7375,158351156.0,AAPL,-1,Down,2015-07-09,sl_first,-0.04114484558503706,28.66814,28.865840000000002,29.020609999999998,0.0024194105372374874,-0.004446085753991413,-0.009755480673941275,48.88211693307913,190773057.15,0.8300498947054799,-0.002492250766245596
2015-06-12,28.6472,28.6786,28.4095,28.424,164736530.0,AAPL,-1,Down,2015-07-09,sl_first,-0.01194764987334651,28.60232,28.79717,29.000615,-0.0062344593026366635,-0.012958565025694813,-0.019882854208470357,44.14163197865934,188897097.3,0.8720966724987361,-0.01090909090909098
2015-06-15,28.1815,28.4389,28.0962,28.3663,196821634.0,AAPL,-1,Down,2015-07-09,sl_first,-0.010350310051011169,28.56342,28.716820000000002,28.9798,-0.006901134388003771,-0.012206086885699352,-0.02116991835695825,43.30914898871134,190193563.0,1.034849081616921,-0.002029974669293555
